CustomerID,Gender,Age,MonthlyCharges,ContractType,TenureMonths,PaymentMethod,SupportCalls,SatisfactionScore,Churn
C00383,Female,47.0,41.67,Yearly,16,Credit Card,2,6.0,No
C00384,Female,18.0,86.26,Monthly,27,Bank Transfer,5,7.0,Yes
C00385,Female,25.0,120.29,Monthly,5,,2,6.0,No
C00386,Female,49.0,47.04,Monthly,2,Credit Card,4,6.0,Yes
C00387,Male,39.0,102.09,Monthly,13,E-Wallet,3,5.0,No
C00388,Male,25.0,47.36,Monthly,6,Bank Transfer,3,10.0,Yes
C00389,Female,30.0,35.35,Monthly,10,Credit Card,4,4.0,No
C00390,FEMALE,,119.78,Monthly,13,E-Wallet,3,3.0,No
C00391,Female,36.0,69.02,Monthly,7,Bank Transfer,2,6.0,Yes
C00392,Male,64.0,54.71,Monthly,32,Bank Transfer,0,10.0,Yes
C00393,Male,47.0,74.38,Monthly,7,Bank Transfer,2,8.0,No
C00394,Female,64.0,61.77,Monthly,5,Credit Card,1,7.0,No
C00395,Male,48.0,52.92,Monthly,27,Credit Card,3,8.0,No
C00396,Female,50.0,30.06,Yearly,2,Credit Card,4,5.0,No
C00397,Female,61.0,48.34,Yearly,2,Credit Card,1,5.0,No
C00398,Male,42.0,72.27,Two-Year,33,Credit Card,3,6.0,No
C00399,Female,35.0,51.66,Monthly,3,Credit Card,0,8.0,No
C00400,Female,50.0,81.94,Monthly,2,Credit Card,2,5.0,No
C00401,Male,55.0,64.89,Monthly,10,Credit Card,1,5.0,No
C00402,Female,32.0,, Monthly ,1,E-Wallet,5,6.0,Yes
C00403,FEMALE,29.0,30.16,Monthly,12,Credit Card,3,8.0,No
C00404,Female,39.0,50.87,Monthly,8,Bank Transfer,1,7.0,Yes
C00405,Male,47.0,43.12,Monthly,13,Bank Transfer,2,7.0,No
C00406,Female,47.0,,Monthly,5,E-Wallet,3,4.0,No
C00407,M,20.0,39.52,Two-Year,29,Bank Transfer,3,5.0,No
C00408,Male,60.0,41.39,Monthly,4,Cash,3,4.0,No
C00409,male,30.0,87.7,Monthly,13,Bank Transfer,2,4.0,Yes
C00410,Male,34.0,58.36,Monthly,35,Credit Card,0,4.0,No
C00411,Male,27.0,39.8,Yearly,7,Credit Card,0,8.0,Yes
C00412,Female,70.0,55.03,Yearly,3,E-Wallet,3,7.0,No
C00413,Female,40.0,101.55,Monthly,1,Bank Transfer,1,6.0,No
C00414,Female,27.0,62.32,Monthly,40,Bank Transfer,0,5.0,No
C00415,Female,48.0,4587.0,Yearly,18,E-Wallet,2,6.0,No
C00416,Male,,38.92,Monthly,31,Credit Card,1,7.0,No
C00417,Male,35.0,86.65,Two-Year,15,Cash,2,5.0,No
C00418,Male,48.0,154.96,Monthly,6,Bank Transfer,3,6.0,No
C00419,Female,,38.24,Monthly,2,Bank Transfer,3,6.0,No
C00420,Female,32.0,32.08,Yearly,32,Cash,5,9.0,No
C00421,Female,18.0,59.09,Monthly,9,E-Wallet,2,8.0,No
C00422,Female,22.0,80.96,Monthly,7,Bank Transfer,5,10.0,Yes
C00423,Male,59.0,52.4,Monthly,11,E-Wallet,5,,No
C00424,Male,57.0,33.99,Yearly,2,,2,8.0,No
C00425,Male,38.0,51.99,Monthly,5,Bank Transfer,2,,No
C00426,Female,57.0,71.46,Monthly,13,E-Wallet,4,9.0,No
C00427,Male,36.0,45.46,Monthly,2,Credit Card,6,10.0,No
C00428,Female,35.0,71.76,Yearly,2,Bank Transfer,5,4.0,No
C00429,Male,38.0,92.21,Monthly,9,Credit Card,2,5.0,No
C00430,Male,36.0,60.83,Monthly,12,E-Wallet,4,3.0,No
C00431,Male,35.0,53.92,Monthly,3,Credit Card,2,8.0,No
C00432,Female,51.0,79.3,Yearly,1,E-Wallet,1,5.0,No
C00433,F,39.0,37.14,Yearly,39,,2,5.0,Yes
C00434,Male,46.0,35.53,Monthly,1, E-Wallet,1,8.0,No
C00435,Male,50.0,48.43,Yearly,1,Cash,2,4.0,No
C00436,Female,42.0,43.76,Monthly,5, E-Wallet,1,4.0,No
C00437,male,26.0,38.03,Monthly,4,Credit Card,3,5.0,No
C00438,Female,21.0,124.43,Yearly,11,Credit Card,2,7.0,No
C00439,M,39.0,145.1,Monthly,27, E-Wallet,0,6.0,No
C00440,Male,35.0,46.56,Monthly,8,E-Wallet,3,7.0,No
C00441,Male,39.0,56.9,Two-Year,18,E-Wallet,1,9.0,No
C00442,Female,37.0,50.17,Monthly,29,Credit Card,1,8.0,No
C00443,Male,69.0,89.87,Monthly,3,,2,5.0,Yes
C00444,Male,,98.25,Yearly,9,E-Wallet,4,5.0,Yes
C00445,Female,18.0,24.54,Monthly,13,Bank Transfer,2,8.0,No
C00446,Female,41.0,,Monthly,5,E-Wallet,1,6.0,No
C00447,Female,33.0,30.32,Monthly,17,E-Wallet,5,9.0,No
C00448,Female,41.0,120.45,Monthly,15,Credit Card,6,6.0,Yes
C00449,Male,45.0,66.56,Monthly,7,Credit Card,3,4.0,No
C00450,Male,53.0,37.69,Monthly,2,E-Wallet,3,7.0,Yes
C00451,Female,19.0,48.98,Monthly,1,Bank Transfer,2,6.0,Yes
C00452,male,31.0,47.94,Yearly,6,Bank Transfer,5,7.0,No
C00453,FEMALE,43.0,69.15,Monthly,2,Bank Transfer,1,4.0,No
C00454,Female,47.0,87.26,Monthly,19,Credit Card,2,4.0,No
C00455,Male,64.0,32.57,Yearly,5,Bank Transfer,1,,No
C00456,Male,49.0,124.89,Yearly,14,Credit Card,2,5.0,No
C00457,Male,37.0,112.46,Monthly,6,Bank Transfer,1,6.0,No
C00458,FEMALE,27.0,36.82, Monthly ,20,Credit Card,1,3.0,No
C00459,Male,31.0,56.42,Monthly,27, E-Wallet,4,7.0,No
C00460,Male,30.0,117.9,Monthly,22,E-Wallet,1,3.0,Yes
C00461,Male,45.0,95.09,Monthly,8,Bank Transfer,0,,No
C00462,Female,41.0,46.92,Monthly,2,Credit Card,2,,No
C00463,Female,22.0,78.76,Monthly,6,Credit Card,1,5.0,No
C00464,F,32.0,210.34,Two-Year,7,Credit Card,2,8.0,No
C00465,Female,48.0,57.24,Yearly,39,Credit Card,1,7.0,Yes
C00466,Male,42.0,41.07,Monthly,11,Credit Card,1,7.0,No
C00467,Male,44.0,59.0,Monthly,13,E-Wallet,2,6.0,No
C00468,Female,,,Yearly,19,Cash,5,,No
C00469,Male,57.0,43.12,Yearly,11,Credit Card,4,10.0,No
C00470,Female,40.0,,Two-Year,11,Credit Card,6,6.0,Yes
C00471,Male,33.0,31.05,Monthly,4,E-Wallet,5,4.0,Yes
C00472,Female,27.0,40.47,Monthly,1,E-Wallet,2,6.0,Yes
C00473,Male,40.0,76.8,Two-Year,16,Bank Transfer,2,8.0,Yes
C00474,Female,18.0,24.79,Monthly,23,Cash,5,5.0,No
C00475,Female,35.0,81.98,Yearly,7,,4,2.0,No
C00476,Female,35.0,22.08,Monthly,10,E-Wallet,3,1.0,No
C00477,Male,21.0,25.05,Yearly,5,E-Wallet,4,7.0,No
C00478,Female,26.0,43.62,Monthly,8,Credit Card,1,5.0,No
C00479,Female,47.0,62.12,Monthly,3,Bank Transfer,2,8.0,No
C00480,Female,40.0,99.12,Monthly,18,Credit Card,2,6.0,No
C00481,Female,39.0,56.03,Two-Year,9,Bank Transfer,3,9.0,No
C00482,Female,41.0,48.86,Monthly,10,Credit Card,2,3.0,No
C00483,Male,39.0,70.87,Monthly,1,Credit Card,3,7.0,No
C00484,Female,52.0,36.9,Monthly,12,Credit Card,2,8.0,No
C00485,Female,39.0,58.13,Yearly,3,Credit Card,2,7.0,No
C00486,Female,20.0,31.82,Monthly,6,Credit Card,4,7.0,No
C00487,Male,57.0,56.67,Monthly,7,E-Wallet,0,7.0,No
C00488,Male,42.0,51.5,Monthly,8,Bank Transfer,4,4.0,No
C00489,Female,30.0,38.02,Monthly,4,,2,4.0,No
C00490,Female,22.0,58.81,Monthly,23,E-Wallet,1,,Yes
C00491,Male,42.0,,Monthly,7,Credit Card,3,10.0,No
C00492,Female,36.0,92.66,Yearly,12,Bank Transfer,3,5.0,No
C00493,F,56.0,26.51,Monthly,12,E-Wallet,0,8.0,No
C00494,Male,33.0,52.76,Monthly,12,Bank Transfer,4,6.0,Yes
C00495,Male,27.0,38.78,Yearly,10,E-Wallet,1,7.0,No
C00496,Male,48.0,80.75,Two-Year,21,Bank Transfer,3,7.0,Yes
C00497,Female,49.0,76.65,Yearly,21,Bank Transfer,3,5.0,No
C00498,Male,40.0,,Monthly,7,E-Wallet,0,8.0,No
C00499,Female,-5.0,39.78,Monthly,13,Credit Card,3,7.0,No
C00500,Female,37.0,81.33,Monthly,2,Bank Transfer,4,10.0,No
C00501,Female,40.0,27.42,Monthly,2,Credit Card,3,8.0,No
C00502,Female,,25.01,Monthly,8,Credit Card,2,4.0,No
C00503,male,45.0,30.75,Yearly,28,Credit Card,0,8.0,No
C00504,Female,35.0,53.78,Monthly,13,Bank Transfer,4,,Yes
C00505,Female,54.0,73.98,Monthly,14,E-Wallet,5,7.0,No
C00506,Male,18.0,14.31,Monthly,3,Credit Card,3,9.0,No
C00507,Female,62.0,99.01,Monthly,8,E-Wallet,2,3.0,No
C00508,Female,18.0,57.92,Monthly,7,Credit Card,4,,No
C00509,Female,30.0,26.96,Monthly,19,Credit Card,3,7.0,No
C00510,Female,37.0,57.14,Monthly,2,Cash,0,8.0,Yes
C00511,Female,36.0,89.27,Monthly,10,Credit Card,3,5.0,No
C00512,Male,50.0,71.5,Yearly,30,Credit Card,1,3.0,No
C00513,Female,25.0,89.53,Monthly,27,Credit Card,6,6.0,No
C00514,Female,41.0,29.52,Yearly,23,Credit Card,3,7.0,No
C00515,Male,31.0,45.32,Monthly,6,Credit Card,3,4.0,No
C00516,Male,41.0,36.01,Yearly,34,Credit Card,2,8.0,No
C00517,Male,37.0,118.26,Monthly,20,Bank Transfer,0,7.0,No
C00518,Female,39.0,72.8,Yearly,23,Credit Card,2,10.0,No
C00519,Female,31.0,196.6,Monthly,33,,4,7.0,No
C00520,Male,31.0,44.24,Monthly,34,E-Wallet,2,9.0,Yes
C00521,Female,41.0,39.41,Monthly,4,Credit Card,1,7.0,No
C00522,Male,49.0,51.2,Monthly,2,Bank Transfer,2,7.0,No
C00523,Female,30.0,101.52,Monthly,15,Credit Card,4,8.0,No
C00524,Female,27.0,46.3,Two-Year,10,Credit Card,3,7.0,No
C00525,Female,45.0,57.74,Monthly,5,E-Wallet,1,5.0,No
C00526,Male,37.0,57.03, Monthly ,14,Bank Transfer,2,4.0,No
C00527,Male,47.0,55.58,Monthly,1, E-Wallet,2,5.0,No
C00528,Male,27.0,40.71,Monthly,1,Credit Card,2,7.0,No
C00529,Male,18.0,51.33,Monthly,6,Credit Card,4,7.0,No
C00530,Female,31.0,50.35,Monthly,3,E-Wallet,4,9.0,No
C00531,Female,28.0,54.41,Yearly,16,E-Wallet,4,6.0,No
C00532,Female,37.0,83.48,Monthly,36,Credit Card,1,7.0,No
C00533,M,,120.58,Two-Year,14,Credit Card,0,8.0,No
C00534,Female,,37.4,Monthly,13,Credit Card,5,,No
C00535,Female,34.0,45.77,Two-Year,1,E-Wallet,3,4.0,No
C00536,Female,39.0,37.67,Monthly,9,Bank Transfer,2,9.0,Yes
C00537,Female,39.0,59.39,Yearly,21,Credit Card,2,5.0,No
C00538,Male,40.0,42.85,Monthly,13,Credit Card,2,,No
C00539,Male,37.0,60.82,Monthly,4,Credit Card,3,8.0,Yes
C00540,Male,44.0,89.71,Monthly,23,Credit Card ,3,4.0,No
C00541,Female,28.0,17.52,Monthly,41,E-Wallet,2,4.0,Yes
C00542,Female,54.0,68.12,Monthly,4,Credit Card,1,6.0,No
C00543,Male,35.0,44.39,Monthly,3,E-Wallet,6,5.0,No
C00544,Female,22.0,67.17,Monthly,5,Bank Transfer,2,3.0,No
C00545,Female,40.0,36.47,Yearly,1,Credit Card,1,6.0,Yes
C00546,FEMALE,27.0,93.53,Two-Year,25,Bank Transfer,2,7.0,No
C00547,Male,45.0,82.35,Monthly,32,Credit Card,1,4.0,Yes
C00548,Female,64.0,70.51,Monthly,13,Credit Card,4,6.0,No
C00549,Female,28.0,78.02,Monthly,18,Cash,0,9.0,No
C00550,Female,41.0,39.04,Yearly,14,,1,7.0,No
C00551,Female,18.0,41.31,Two-Year,6,Credit Card,2,4.0,Yes
C00552,Female,43.0,76.6,Two-Year,12,Credit Card,5,9.0,No
C00553,FEMALE,27.0,38.65,Two-Year,22,Credit Card,0,7.0,No
C00554,Female,30.0,104.64,Yearly,20,Credit Card,2,6.0,No
C00555,Female,24.0,47.2,Two-Year,2,,1,8.0,No
C00556,Male,46.0,68.43,Monthly,8,Credit Card,3,5.0,No
C00557,Male,50.0,,Two-Year,7,E-Wallet,2,6.0,No
C00558,M,38.0,39.73,Yearly,17,E-Wallet,3,6.0,No
C00559,Female,27.0,56.31,Monthly,9,,4,9.0,No
C00560,Female,,87.74,Monthly,6,Bank Transfer,3,4.0,Yes
C00561,Female,28.0,83.77,Monthly,15,Credit Card,4,8.0,No
C00562,Male,18.0,,Yearly,8,Credit Card,2,6.0,No
C00563,Male,43.0,43.27,Monthly,4,Bank Transfer,3,5.0,Yes
C00564,Male,24.0,49.16,Monthly,27,E-Wallet,2,,No
C00565,Male,49.0,104.75,Yearly,2,Credit Card,1,9.0,No
C00566,Female,33.0,48.15,Monthly,1,,2,8.0,Yes
C00567,Male,45.0,56.55,Yearly,2,Cash,3,3.0,No
C00568,Male,54.0,45.06,Yearly,3,E-Wallet,1,8.0,No
C00569,Female,23.0,75.0,Two-Year,10,Credit Card,3,4.0,Yes
C00570,FEMALE,31.0,58.56,Monthly,12,Credit Card,4,7.0,No
C00571,FEMALE,37.0,34.76,Two-Year,8,Cash,4,2.0,Yes
C00572,Female,56.0,35.31,Monthly,3,Credit Card,3,2.0,No
C00573,Male,30.0,22.21,Monthly,2,Bank Transfer,2,7.0,Yes
C00574,Female,30.0,,Monthly,9,Credit Card,4,10.0,No
C00575,Female,43.0,78.04,Monthly,11,Bank Transfer,2,9.0,No
C00576,Female,31.0,99.06,Two-Year,5,Credit Card,7,6.0,No
C00577,Male,39.0,74.33,Monthly,3,Credit Card ,0,8.0,No
C00578,Female,19.0,70.08,Two-Year,2,Credit Card,0,6.0,Yes
C00579,Male,64.0,,Monthly,1,,2,7.0,Yes
C00580,Male,21.0,77.38,Monthly,2,Credit Card,3,6.0,No
C00581,Male,34.0,,Monthly,17,Credit Card,1,8.0,No
C00582,Female,37.0,122.98,Monthly,6,E-Wallet,3,8.0,No
C00583,Male,60.0,52.23,Two-Year,1,Cash,4,7.0,Yes
C00584,Male,22.0,99.92,Yearly,9,E-Wallet,0,4.0,No
C00585,Female,61.0,80.91,Monthly,10,Credit Card,1,8.0,No
C00586,Male,47.0,76.02,Yearly,7,Bank Transfer,4,7.0,No
C00587,Male,43.0,22.08,Monthly,2,E-Wallet,3,7.0,No
C00588,Male,26.0,82.94,Monthly,17,Bank Transfer,2,1.0,Yes
C00589,Male,44.0,51.55,Monthly,15,E-Wallet,1,3.0,No
C00590,Male,29.0,44.71,Monthly,7,Cash,3,,No
C00591,Male,,28.01,Two-Year,6,Credit Card,1,10.0,No
C00592,Female,26.0,54.46,Monthly,3,E-Wallet,1,5.0,No
C00593,FEMALE,36.0,55.43,Monthly,17,Credit Card,3,6.0,No
C00594,male,31.0,30.38,Monthly,11,E-Wallet,2,1.0,No
C00595,Female,,28.14,Monthly,2,E-Wallet,2,6.0,No
C00596,Male,,67.96,Monthly,6,Bank Transfer,5,6.0,No
C00597,Female,44.0,80.82,Monthly,29,E-Wallet,5,5.0,No
C00598,Male,52.0,59.48,Yearly,8,E-Wallet,0,,No
C00599,Male,18.0,91.64,Monthly,5,Bank Transfer,1,7.0,Yes
C00600,Male,50.0,52.52,Monthly,13,Cash,4,5.0,No
C00601,Male,68.0,53.28,Monthly,3,Credit Card,2,7.0,No
C00602,Male,32.0,36.14,Monthly,9,Cash,0,9.0,No
C00603,Male,60.0,27.06,Yearly,14,Credit Card,1,4.0,No
C00604,Male,34.0,125.79,Monthly,24,Bank Transfer,7,5.0,No
C00605,Male,21.0,,Monthly,15,Credit Card,2,3.0,No
C00606,Male,34.0,29.18,Monthly,6,Credit Card,0,6.0,No
C00607,FEMALE,50.0,58.56,Two-Year,18,Bank Transfer,4,7.0,No
C00608,Male,27.0,52.19,Yearly,28,Credit Card,3,5.0,No
C00609,Male,30.0,48.26,Monthly,8,Cash,4,9.0,No
C00610,Female,45.0,45.42,Monthly,1,Credit Card,5,8.0,Yes
C00611,Male,38.0,64.82,Monthly,26,,2,5.0,No
C00612,Female,45.0,78.9,Yearly,3,E-Wallet,4,4.0,Yes
C00613,Female,40.0,65.44,Monthly,2,E-Wallet,2,4.0,No
C00614,Male,43.0,51.72,Monthly,5,E-Wallet,1,6.0,No
C00615,Female,32.0,50.87,Monthly,6,Credit Card,3,,No
C00616,Female,,83.23,Monthly,20,E-Wallet,4,5.0,No
C00617,Male,26.0,67.26,Monthly,6,Credit Card,2,8.0,No
C00618,Male,53.0,,Monthly,1,Cash,2,6.0,No
C00619,Female,30.0,53.72,Monthly,13,,3,3.0,No
C00620,Female,51.0,63.78,Monthly,14,Credit Card ,0,8.0,Yes
C00621,Male,35.0,44.22,Monthly,21,E-Wallet,0,,No
C00622,Male,40.0,79.02,Monthly,7,Bank Transfer,2,5.0,Yes
C00623,Male,,33.64,Monthly,2,E-Wallet,2,6.0,No
C00624,Male,25.0,45.37,Two-Year,10,Bank Transfer,4,6.0,Yes
C00625,Female,18.0,71.88,Monthly,2,Credit Card,2,8.0,No
C00626,Male,25.0,32.79,Monthly,1,Credit Card,2,5.0,Yes
C00627,Male,34.0,26.9,Yearly,19,Credit Card,1,7.0,No
C00628,Female,40.0,,Monthly,7,E-Wallet,5,8.0,No
C00629,Male,50.0,25.45,Monthly,9,Bank Transfer,1,4.0,Yes
C00630,Male,32.0,30.43,Monthly,14,Bank Transfer,2,,No
C00631,Female,27.0,76.74,Monthly,7,E-Wallet,2,5.0,Yes
C00632,Female,20.0,49.79,Monthly,1,Bank Transfer,3,7.0,No
C00633,Male,43.0,97.37,Monthly,4,Credit Card,2,2.0,No
C00634,Female,54.0,31.75,Yearly,3,Credit Card,3,9.0,No
C00635,Male,53.0,52.34,Yearly,46,Credit Card,3,5.0,No
C00636,FEMALE,46.0,65.35,Monthly,17,Credit Card,2,7.0,No
C00637,Female,45.0,32.24,Yearly,8,Credit Card,2,7.0,No
C00638,Male,58.0,86.86,Monthly,1,Bank Transfer,1,5.0,No
C00639,Male,41.0,68.7,Monthly,2,Credit Card,4,5.0,No
C00640,Male,45.0,26.46,Monthly,21,Credit Card,3,7.0,Yes
C00641,F,34.0,53.68,Monthly,35,Cash,3,9.0,No
C00642,Male,21.0,64.95,Monthly,1,Cash,0,7.0,No
C00643,Male,29.0,41.87,Monthly,29,Bank Transfer,0,6.0,No
C00644,Male,37.0,28.05,Monthly,6,Credit Card,2,9.0,No
C00645,F,38.0,61.89,Yearly,3,E-Wallet,4,10.0,No
C00646,Female,61.0,147.68,Monthly,2,Bank Transfer,2,6.0,No
C00647,Female,38.0,45.87,Monthly,18,Credit Card,1,7.0,No
C00648,Female,52.0,110.63,Monthly,8,Bank Transfer,1,7.0,Yes
C00649,Female,32.0,38.92,Monthly,22,Credit Card,3,10.0,No
C00650,Male,34.0,60.16,Yearly,4,Cash,3,8.0,Yes
C00651,Male,22.0,77.26,Two-Year,14,E-Wallet,4,8.0,No
C00652,Female,29.0,54.39,Yearly,2,Credit Card,5,10.0,No
C00653,Female,44.0,47.75,Yearly,2,Bank Transfer,1,7.0,Yes
C00654,Female,38.0,75.7,Monthly,2,Credit Card,3,8.0,No
C00655,Male,49.0,127.89,Monthly,20,E-Wallet,2,7.0,No
C00656,Male,40.0,62.51,Monthly,13,Credit Card,1,6.0,No
C00657,Male,33.0,43.28,Two-Year,3,Credit Card,3,4.0,No
C00658,Male,63.0,50.13,Monthly,6,Credit Card,2,4.0,No
C00659,Female,36.0,169.67,Monthly,18,Credit Card,4,3.0,No
C00660,Female,51.0,58.02,Monthly,5,Cash,2,7.0,Yes
C00661,Male,33.0,41.78,Monthly,31,Cash,2,8.0,No
C00662,Female,46.0,32.61,Monthly,30,Credit Card,3,4.0,No
C00663,Female,49.0,24.01,Yearly,10,Credit Card,6,5.0,No
C00664,Male,40.0,64.3, Monthly ,12,Bank Transfer,1,6.0,No
C00665,Male,18.0,, Monthly ,13,E-Wallet,3,10.0,No
C00666,Male,,45.67,Two-Year,4,Credit Card,1,6.0,No
C00667,Male,52.0,54.23,Yearly,6,Bank Transfer,3,10.0,No
C00668,Male,44.0,32.24,Two-Year,2,Credit Card,4,1.0,No
C00669,Male,43.0,57.96,Monthly,32,Credit Card,7,,Yes
C00670,Male,18.0,67.81,Two-Year,16,E-Wallet,2,4.0,No
C00671,Male,29.0,42.91,Monthly,1,Bank Transfer,5,6.0,Yes
C00672,Female,42.0,116.83,Yearly,10,Bank Transfer,0,5.0,Yes
C00673,F,42.0,37.46,Monthly,6,E-Wallet,5,6.0,No
C00674,Female,52.0,62.03,Monthly,21,E-Wallet,4,,Yes
C00675,Male,36.0,79.98,Monthly,6,Credit Card,2,5.0,Yes
C00676,Female,42.0,52.73,Monthly,13,Bank Transfer,1,6.0,Yes
C00677,Male,38.0,50.16,Two-Year,3,E-Wallet,4,7.0,No
C00678,Male,26.0,28.7,Yearly,10,Bank Transfer,3,4.0,Yes
C00679,Female,18.0,100.56,Monthly,5,E-Wallet,3,5.0,No
C00680,Female,43.0,50.58,Monthly,3,Credit Card,5,9.0,No
C00681,Female,40.0,69.53,Yearly,12,Credit Card,4,6.0,No
C00682,Male,30.0,73.9,Monthly,13,Credit Card,3,,No
C00683,Male,18.0,41.15,Yearly,50,Bank Transfer,3,5.0,No
C00684,Female,45.0,49.95,Monthly,14,Credit Card,2,7.0,No
C00685,Female,34.0,99.54,Monthly,9,E-Wallet,4,5.0,No
C00686,Female,44.0,33.02,Two-Year,30,Bank Transfer,1,8.0,No
C00687,Female,60.0,142.25,Monthly,22,Bank Transfer,2,6.0,No
C00688,Male,18.0,39.05,Monthly,10,Credit Card ,1,6.0,Yes
C00689,Female,29.0,32.11,Two-Year,9,Bank Transfer,5,10.0,No
C00690,Male,35.0,57.95,Two-Year,35,E-Wallet,3,8.0,No
C00691,Male,55.0,147.49,Two-Year,12,E-Wallet,2,6.0,No
C00692,Male,,23.11,Monthly,16,Credit Card,5,,No
C00693,Male,61.0,51.24,Monthly,2,Credit Card,0,9.0,No
C00694,Male,39.0,67.65,Monthly,16,Cash,1,4.0,Yes
C00695,Male,36.0,55.43,Monthly,4,Bank Transfer,3,6.0,No
C00696,Female,35.0,64.84,Yearly,2,E-Wallet,3,7.0,No
C00697,Male,32.0,39.52,Monthly,23,E-Wallet,3,7.0,No
C00698,Female,50.0,41.68,Monthly,15,Bank Transfer,4,5.0,No
C00699,Male,25.0,51.07,Two-Year,7,Bank Transfer,2,6.0,No
C00700,Male,42.0,32.84,Two-Year,7,Cash,3,3.0,No
C00701,Female,,,Monthly,3,E-Wallet,4,8.0,No
C00702,Male,28.0,45.84,Monthly,1,E-Wallet,5,5.0,No
C00703,Male,69.0,44.19,Yearly,6,Bank Transfer,2,10.0,Yes
C00704,Male,43.0,63.07,Monthly,2,Cash,1,7.0,No
C00705,male,45.0,24.06,Yearly,7,E-Wallet,1,4.0,No
C00706,Female,51.0,49.25,Yearly,22,E-Wallet,1,3.0,No
C00707,Male,20.0,154.9,Monthly,2,Credit Card,3,6.0,No
C00708,F,59.0,33.49,Monthly,2,Bank Transfer,4,7.0,Yes
C00709,Male,18.0,97.37,Monthly,28,Credit Card,4,7.0,Yes
C00710,Female,,55.96,Monthly,17,E-Wallet,2,5.0,No
C00711,Female,32.0,41.62,Monthly,1,,2,10.0,No
C00712,Female,44.0,30.14,Yearly,1,Credit Card,2,8.0,No
C00713,FEMALE,40.0,58.14,Two-Year,14,Bank Transfer,1,9.0,No
C00714,Male,35.0,105.01,Monthly,6,Bank Transfer,1,7.0,No
C00715,Male,37.0,45.83,Two-Year,16,E-Wallet,0,4.0,No
C00716,Female,26.0,52.64,Monthly,7,,2,7.0,Yes
C00717,Female,20.0,86.03,Yearly,42,Bank Transfer,2,6.0,No
C00718,Female,46.0,63.65,Monthly,15,E-Wallet,0,8.0,No
C00719,Male,46.0,26.91,Monthly,1,,7,6.0,No
C00720,Female,57.0,57.08,Monthly,5,Cash,6,6.0,No
C00721,Female,28.0,107.82,Monthly,10,Credit Card,3,3.0,No
C00722,Male,46.0,53.7,Monthly,2,E-Wallet,1,7.0,No
C00723,Male,34.0,15.9,Yearly,1,Credit Card,2,5.0,No
C00724,Female,52.0,65.02,Monthly,1,E-Wallet,4,6.0,No
C00725,Female,50.0,49.93,Two-Year,9,E-Wallet,2,6.0,No
C00726,Female,40.0,23.97,Monthly,13,E-Wallet,2,4.0,Yes
C00727,Male,33.0,25.65,Monthly,2,Credit Card,2,5.0,No
C00728,Female,49.0,84.67,Monthly,14,Cash,2,5.0,No
C00729,Male,45.0,39.27,Two-Year,12,Cash,1,7.0,Yes
C00730,Male,29.0,36.29,Monthly,34,Credit Card,1,5.0,No
C00731,Male,22.0,53.73,Monthly,23,Bank Transfer,5,8.0,No
C00732,Female,34.0,40.86,Two-Year,35,E-Wallet,2,8.0,No
C00733,Female,,57.11,Monthly,41,Bank Transfer,0,5.0,Yes
C00734,Female,51.0,49.84,Monthly,7,Bank Transfer,3,6.0,No
C00735,Male,24.0,1082.0,Monthly,9,,3,7.0,No
C00736,Female,23.0,43.38,Monthly,4,Bank Transfer,0,6.0,No
C00737,Male,53.0,66.64,Monthly,9,Bank Transfer,4,7.0,No
C00738,Female,24.0,55.64,Two-Year,2,Bank Transfer,3,8.0,No
C00739,M,44.0,52.62,Two-Year,14,Bank Transfer,2,9.0,No
C00740,Male,30.0,130.56,Monthly,1,E-Wallet,3,9.0,No
C00741,Male,57.0,75.87,Monthly,4,E-Wallet,1,7.0,No
C00742,Male,28.0,80.13,Monthly,3,E-Wallet,3,5.0,No
C00743,Female,51.0,50.67,Monthly,34,Bank Transfer,3,9.0,No
C00744,Male,,60.28,Monthly,2,,7,6.0,No
C00745,Male,41.0,44.97,Monthly,27,Credit Card,1,7.0,No
C00746,Female,18.0,77.47,Monthly,2,E-Wallet,5,1.0,Yes
C00747,Male,18.0,51.95,Monthly,13,Bank Transfer,2,10.0,No
C00748,Female,35.0,60.34,Yearly,5,Credit Card,1,,No
C00749,Female,40.0,58.69,Yearly,5,Bank Transfer,1,4.0,No
C00750,Female,24.0,54.15,Monthly,72,E-Wallet,1,6.0,No
C00751,Male,24.0,204.83,Yearly,4, E-Wallet,6,5.0,No
C00752,Female,44.0,40.45,Monthly,3,Credit Card,4,3.0,No
C00753,Female,44.0,40.28,Monthly,11,Bank Transfer,1,5.0,No
C00754,Male,36.0,74.62,Yearly,17,Bank Transfer,2,10.0,No
C00755,Male,47.0,41.77,Yearly,49,Bank Transfer,4,,No
C00756,Female,23.0,47.89,Monthly,15,Credit Card ,1,9.0,No
C00757,Female,33.0,33.49,Monthly,10,Bank Transfer,3,,No
C00758,Female,57.0,68.12,Two-Year,7,E-Wallet,3,2.0,No
C00759,Female,38.0,68.51,Monthly,11,,2,6.0,No
C00760,Female,39.0,47.38,Monthly,12,Credit Card,3,,No
C00761,Male,65.0,75.31,Yearly,3,E-Wallet,0,6.0,No
C00762,Male,21.0,23.66,Monthly,14,Bank Transfer,0,3.0,Yes
C00763,Male,47.0,39.72,Monthly,3,E-Wallet,4,8.0,Yes
C00764,Female,57.0,50.58,Two-Year,9,Credit Card,7,5.0,No
